student_id,student_name,gender,event_date,age,city,department,event_type,registration_date,registration_channel,payment_status,attendance_status,meal_preference,registration_fee,event_duration_hours,feedback_rating
s12291,naveen sharma,other,2026-07-19,18,hyderabad,computer science,cultural fest,2026-07-16,campus desk,refunded,cancelled,vegan,250.0,2.5,4.0
s11742,vijay menon,female,2026-07-23,26,pune,mechanical,career fair,2026-07-14,walk-in,refunded,cancelled,vegan,250.0,1.0,2.0
s12818,harini iyer,male,2026-02-06,17,kochi,computer science,seminar,2026-04-27,walk-in,paid,absent,vegetarian,750.0,1.0,2.0
s11527,harini iyer,male,2026-07-16,20,trichy,commerce,seminar,2026-07-13,email,pending,registered,vegan,100.0,6.0,2.0
s11862,ajay nair,other,2026-02-23,19,salem,commerce,sports meet,2026-02-13,campus desk,pending,attended,no-meal,0.0,1.0,2.0
s11639,vijay menon,other,2026-05-30,18,coimbatore,arts,seminar,2026-05-13,mobile app,pending,cancelled,vegetarian,100.0,4.0,5.0
s11610,pooja das,other,2026-01-16,17,salem,management,sports meet,2026-01-13,email,refunded,cancelled,non-vegetarian,300.0,1.5,1.0
s10465,vikram das,other,2026-06-16,24,unknown,electronics,workshop,2026-05-19,campus desk,refunded,absent,no-meal,750.0,4.0,3.0
s11324,ravi patel,other,2026-04-03,19,unknown,management,workshop,2026-03-17,campus desk,refunded,cancelled,vegan,200.0,2.5,1.0
s10551,lakshmi rao,male,2026-07-01,25,chennai,civil engineering,sports meet,2026-10-06,campus desk,refunded,registered,no-meal,300.0,3.0,5.0
s11953,priya sharma,male,2026-02-26,24,chennai,management,sports meet,2026-09-01,mobile app,pending,cancelled,vegetarian,0.0,2.0,2.0
s12310,vijay menon,male,2026-03-16,24,salem,arts,seminar,2026-06-02,website,paid,absent,vegetarian,200.0,2.5,3.0
s11392,suresh kumar,female,2026-06-23,22,bengaluru,mechanical,career fair,2026-05-14,mobile app,paid,registered,no-meal,500.0,1.0,1.0
s11044,arun kumar,male,2026-02-11,17,trichy,commerce,cultural fest,2026-01-16,mobile app,refunded,attended,vegetarian,200.0,2.5,2.0
s12872,vikram das,female,2026-12-06,22,bengaluru,arts,workshop,2026-04-14,unknown,refunded,registered,vegetarian,200.0,4.0,1.0
s10225,vijay menon,other,2026-07-24,24,trichy,mechanical,career fair,2026-07-17,website,paid,absent,vegetarian,200.0,3.0,3.0
s12756,pooja das,other,2026-03-15,19,hyderabad,commerce,seminar,2026-02-21,email,pending,absent,vegan,750.0,3.0,4.0
s10275,swetha menon,female,2026-06-26,22,salem,computer science,sports meet,1900-01-01,mobile app,waived,attended,no-meal,200.0,2.5,2.0
s12612,ravi patel,female,2026-09-07,17,hyderabad,electronics,workshop,2026-03-06,walk-in,pending,attended,no-meal,200.0,2.5,5.0
s11046,pooja das,male,2026-03-21,20,coimbatore,electronics,career fair,2026-12-02,mobile app,pending,registered,unknown,500.0,2.5,3.0
s11352,anitha nair,male,2026-01-28,26,pune,arts,seminar,2026-01-22,mobile app,pending,absent,no-meal,200.0,2.5,1.0
s10312,karthik rao,male,2026-02-04,18,bengaluru,management,workshop,2026-02-16,mobile app,pending,absent,vegetarian,200.0,2.5,4.0
s11076,meena patel,female,2026-06-11,23,pune,civil engineering,hackathon,2026-04-06,email,pending,cancelled,vegetarian,300.0,4.0,1.0
s11772,keerthi rao,male,2026-08-24,22,chennai,civil engineering,cultural fest,2026-08-22,campus desk,paid,registered,vegan,200.0,2.5,3.0
s11433,rahul menon,other,2026-01-19,27,salem,arts,sports meet,2025-12-28,mobile app,pending,absent,no-meal,250.0,1.0,4.0
s12295,rahul menon,female,2026-07-14,18,pune,computer science,career fair,2026-06-14,email,paid,absent,vegan,300.0,2.0,4.0
s12366,pooja das,male,2026-06-08,22,chennai,civil engineering,hackathon,2026-05-19,campus desk,refunded,cancelled,vegetarian,500.0,6.0,3.0
s10619,manoj kumar,female,2026-12-01,19,chennai,arts,sports meet,2025-12-22,mobile app,waived,attended,non-vegetarian,200.0,1.0,2.0
s12011,harini iyer,female,2026-07-26,21,madurai,arts,cultural fest,2026-01-07,email,paid,absent,non-vegetarian,100.0,1.0,4.0
s11623,manoj kumar,male,2026-02-28,27,unknown,management,sports meet,2026-01-18,website,refunded,attended,no-meal,300.0,2.5,2.0
s10290,harini iyer,female,2026-04-20,18,madurai,computer science,hackathon,2026-07-04,mobile app,waived,absent,vegan,150.0,1.5,3.0
s10287,naveen sharma,female,2026-05-06,24,mysuru,civil engineering,cultural fest,2026-04-27,campus desk,refunded,registered,non-vegetarian,500.0,3.0,3.0
s12322,deepa sharma,other,2026-01-02,25,madurai,management,sports meet,2025-12-26,campus desk,waived,attended,non-vegetarian,300.0,3.0,4.0
s12068,karthik rao,female,2026-07-29,23,chennai,electronics,seminar,2026-07-07,campus desk,paid,cancelled,vegetarian,300.0,4.0,1.0
s10020,rahul menon,male,2026-01-15,22,coimbatore,computer science,sports meet,2025-12-26,campus desk,pending,cancelled,non-vegetarian,0.0,2.0,2.0
s11756,divya iyer,male,2026-07-02,26,hyderabad,electronics,seminar,2026-01-15,mobile app,refunded,registered,no-meal,200.0,2.5,5.0
s11709,divya iyer,male,2026-04-27,17,chennai,commerce,workshop,2026-10-03,campus desk,paid,attended,vegetarian,500.0,2.5,5.0
s11381,anitha nair,other,2026-04-11,19,trichy,management,cultural fest,2026-03-21,website,pending,cancelled,non-vegetarian,250.0,1.0,3.0
s10842,manoj kumar,unknown,2026-08-13,18,madurai,electronics,cultural fest,2026-11-07,website,refunded,attended,vegan,200.0,2.5,3.0
s10788,naveen sharma,male,2026-04-24,17,mysuru,commerce,sports meet,2026-03-13,walk-in,waived,attended,vegan,150.0,1.0,2.0
s11078,divya iyer,other,2026-06-13,23,hyderabad,commerce,workshop,2026-01-06,email,paid,registered,vegan,500.0,2.0,5.0
s12610,manoj kumar,female,2026-11-03,25,chennai,mechanical,sports meet,2026-11-01,campus desk,paid,absent,vegan,200.0,3.0,5.0
s10945,karthik rao,male,2026-07-20,22,salem,arts,sports meet,2026-06-28,walk-in,paid,attended,vegan,100.0,1.5,5.0
s11482,ravi patel,other,2026-01-14,22,madurai,civil engineering,seminar,2026-11-01,mobile app,pending,registered,vegan,200.0,6.0,5.0
s12097,naveen sharma,other,2026-10-03,25,coimbatore,management,cultural fest,2026-07-02,website,pending,absent,no-meal,100.0,1.0,2.0
s12955,ravi patel,female,2026-08-24,19,mysuru,civil engineering,sports meet,2026-08-08,walk-in,waived,cancelled,no-meal,200.0,3.0,2.0
s10801,naveen sharma,female,2026-07-17,20,hyderabad,management,workshop,2026-06-22,email,waived,cancelled,non-vegetarian,250.0,6.0,4.0
s11053,swetha menon,female,2026-03-18,19,kochi,arts,hackathon,2026-02-18,walk-in,refunded,absent,vegan,200.0,2.5,4.0
s11852,suresh kumar,male,2026-07-05,22,mysuru,computer science,cultural fest,2026-12-06,email,waived,attended,non-vegetarian,300.0,2.0,4.0
s12429,ajay nair,male,2026-02-28,23,chennai,management,workshop,2026-02-19,campus desk,pending,registered,vegetarian,200.0,2.5,3.0
s12942,manoj kumar,female,2026-07-17,22,madurai,computer science,cultural fest,2026-11-07,website,refunded,attended,unknown,200.0,4.0,4.0
s11366,vikram das,female,2026-07-03,18,chennai,commerce,cultural fest,2026-05-13,mobile app,paid,absent,no-meal,150.0,1.5,2.0
s12257,suresh kumar,female,2026-02-20,20,pune,civil engineering,seminar,2025-12-25,mobile app,refunded,registered,no-meal,200.0,2.0,4.0
s12655,vijay menon,male,2026-02-04,24,chennai,commerce,seminar,2026-01-27,website,waived,attended,vegan,750.0,2.5,3.0
s11645,harini iyer,male,2026-04-19,18,salem,commerce,cultural fest,2026-05-03,campus desk,waived,cancelled,vegetarian,750.0,4.0,1.0
s10764,vikram das,female,2026-08-30,20,hyderabad,electronics,sports meet,2026-07-21,campus desk,refunded,attended,vegan,150.0,2.0,2.0
s11384,deepa sharma,male,2026-02-21,23,mysuru,mechanical,career fair,2026-10-02,website,waived,registered,no-meal,150.0,1.0,3.0
s10713,anitha nair,other,2026-05-20,26,salem,commerce,cultural fest,2026-05-14,email,waived,absent,vegan,200.0,1.5,3.0
s10431,priya sharma,male,2026-05-30,17,kochi,commerce,sports meet,2026-05-22,mobile app,paid,absent,non-vegetarian,200.0,2.5,4.0
s11323,keerthi rao,other,2026-06-06,24,trichy,commerce,seminar,2026-12-04,campus desk,refunded,attended,vegan,200.0,2.5,1.0
s10101,divya iyer,female,2026-05-07,25,coimbatore,commerce,workshop,2026-06-30,email,paid,absent,vegan,250.0,2.0,2.0
s12428,pooja das,female,2026-06-05,19,mysuru,management,cultural fest,2026-04-30,walk-in,waived,absent,vegetarian,500.0,3.0,5.0
s12449,vijay menon,male,2026-07-05,19,kochi,arts,seminar,2026-06-23,website,paid,cancelled,non-vegetarian,500.0,2.0,2.0
s11251,rahul menon,other,2026-06-01,17,trichy,arts,seminar,2026-05-31,campus desk,paid,absent,vegan,150.0,6.0,1.0
s10832,deepa sharma,other,2026-02-28,19,madurai,management,career fair,2026-02-02,email,refunded,absent,vegan,750.0,1.0,3.0
s12004,swetha menon,other,2026-01-18,19,salem,electronics,career fair,2025-03-12,website,paid,cancelled,no-meal,100.0,2.0,5.0
s12212,karthik rao,other,2026-02-11,22,trichy,civil engineering,sports meet,2026-01-13,mobile app,refunded,attended,vegetarian,200.0,3.0,3.0
s11557,deepa sharma,male,2026-02-16,19,salem,mechanical,career fair,2026-01-26,walk-in,paid,absent,vegetarian,300.0,2.0,4.0
s11808,karthik rao,male,2026-08-06,19,madurai,civil engineering,career fair,2026-06-27,campus desk,refunded,absent,non-vegetarian,750.0,4.0,4.0
s11234,lakshmi rao,male,2026-08-16,19,chennai,mechanical,cultural fest,2026-07-16,website,waived,absent,no-meal,300.0,2.5,2.0
s10407,ravi patel,female,2026-06-26,23,madurai,civil engineering,workshop,2026-06-19,walk-in,pending,attended,no-meal,750.0,3.0,1.0
s11013,vijay menon,other,2026-02-14,17,chennai,arts,sports meet,2026-05-02,mobile app,refunded,cancelled,vegetarian,300.0,6.0,1.0
s10552,anitha nair,female,2026-03-17,26,chennai,mechanical,seminar,2026-08-03,mobile app,pending,registered,vegan,500.0,1.0,5.0
s12628,naveen sharma,male,2026-02-15,25,trichy,mechanical,career fair,2025-12-26,walk-in,paid,absent,vegan,150.0,6.0,2.0
s10184,rahul menon,other,2026-06-23,20,trichy,arts,workshop,2026-06-14,email,paid,attended,no-meal,250.0,2.0,3.0
s10263,meena patel,female,2026-01-03,26,hyderabad,arts,seminar,2026-01-31,campus desk,paid,cancelled,vegetarian,750.0,6.0,3.0
s12446,swetha menon,female,2026-05-13,18,madurai,electronics,career fair,2026-01-05,walk-in,paid,cancelled,non-vegetarian,500.0,1.0,5.0
s12778,vijay menon,female,2026-04-18,27,mysuru,mechanical,sports meet,2026-02-28,website,refunded,absent,vegan,0.0,6.0,3.0
s11537,harini iyer,male,2026-06-22,20,trichy,mechanical,seminar,2026-05-17,campus desk,waived,attended,no-meal,750.0,2.5,3.0
s11950,karthik rao,other,2026-04-02,25,coimbatore,commerce,hackathon,2026-02-15,email,waived,attended,non-vegetarian,200.0,2.5,5.0
s10523,vikram das,female,2026-04-27,25,hyderabad,computer science,cultural fest,2026-03-30,email,refunded,registered,no-meal,500.0,6.0,2.0
s10787,deepa sharma,male,2026-05-01,21,mysuru,civil engineering,cultural fest,2026-03-22,mobile app,refunded,cancelled,non-vegetarian,750.0,1.0,3.0
s12485,manoj kumar,female,2026-01-15,20,madurai,arts,cultural fest,2025-12-17,email,pending,attended,vegan,750.0,1.5,1.0
s11720,suresh kumar,female,2026-01-07,17,chennai,computer science,workshop,2025-12-25,email,pending,registered,no-meal,200.0,2.5,4.0
s11169,priya sharma,male,2026-03-08,27,kochi,civil engineering,seminar,2026-01-13,mobile app,waived,attended,no-meal,750.0,6.0,2.0
s11821,naveen sharma,male,2026-07-21,23,salem,commerce,cultural fest,2026-10-06,walk-in,waived,absent,vegetarian,200.0,2.5,3.0
s11959,keerthi rao,male,2026-05-11,24,kochi,management,career fair,2026-04-14,email,refunded,registered,vegan,100.0,6.0,3.0
s10420,keerthi rao,female,2026-04-20,18,madurai,commerce,hackathon,2026-03-30,mobile app,pending,absent,no-meal,200.0,6.0,4.0
s12668,vijay menon,female,2026-03-13,26,trichy,computer science,workshop,2026-12-01,mobile app,refunded,registered,non-vegetarian,150.0,1.5,3.0
s11564,ajay nair,female,2026-04-16,19,trichy,computer science,workshop,2026-01-03,website,paid,attended,vegetarian,500.0,1.0,3.0
s11781,suresh kumar,female,2026-04-10,25,kochi,electronics,cultural fest,2026-05-04,email,refunded,cancelled,no-meal,300.0,6.0,4.0
s12369,deepa sharma,female,2026-04-20,21,trichy,commerce,workshop,2026-04-04,campus desk,refunded,registered,non-vegetarian,100.0,1.0,1.0
s12013,ajay nair,female,2026-04-07,25,kochi,commerce,cultural fest,2026-02-15,email,refunded,absent,non-vegetarian,200.0,2.5,2.0
s11215,rahul menon,male,2026-05-16,20,unknown,commerce,sports meet,2026-01-04,email,waived,attended,non-vegetarian,100.0,4.0,5.0
s11800,lakshmi rao,female,2026-07-18,24,bengaluru,civil engineering,workshop,2026-05-27,website,pending,registered,no-meal,300.0,1.5,1.0
s12903,meena patel,male,1900-01-01,20,madurai,electronics,sports meet,2026-02-24,email,paid,absent,vegan,200.0,2.5,4.0
s11682,keerthi rao,male,1900-01-01,27,salem,commerce,sports meet,2026-01-02,walk-in,refunded,registered,vegetarian,200.0,2.5,3.0
s12060,meena patel,other,2026-05-17,27,mysuru,civil engineering,sports meet,2026-11-05,email,pending,cancelled,vegan,750.0,2.5,3.0
s10328,priya sharma,other,2026-01-17,23,pune,mechanical,workshop,2026-10-01,campus desk,waived,absent,vegetarian,200.0,2.5,3.0
s10056,naveen sharma,male,2026-04-26,27,mysuru,computer science,sports meet,2026-04-19,mobile app,waived,registered,vegetarian,200.0,2.5,3.0
s11113,meena patel,other,2026-01-06,18,madurai,electronics,seminar,2026-02-01,mobile app,pending,cancelled,vegan,750.0,3.0,3.0
s11983,swetha menon,other,2026-07-26,17,chennai,mechanical,hackathon,2026-06-28,website,pending,attended,non-vegetarian,100.0,2.5,3.0
s12823,suresh kumar,female,2026-05-16,22,pune,arts,hackathon,2026-04-28,website,paid,cancelled,non-vegetarian,250.0,3.0,4.0
s11575,ajay nair,other,2026-08-30,23,bengaluru,commerce,sports meet,2026-08-14,email,pending,registered,no-meal,200.0,2.5,3.0
s12768,ajay nair,other,2026-06-16,22,madurai,mechanical,career fair,2026-05-19,walk-in,pending,registered,vegan,300.0,2.0,4.0
s11526,ajay nair,male,2026-04-19,25,hyderabad,arts,seminar,2026-03-20,mobile app,paid,absent,vegetarian,150.0,1.0,3.0
s11654,karthik rao,female,2026-04-29,20,madurai,electronics,seminar,2026-03-03,email,paid,cancelled,vegetarian,100.0,2.5,3.0
s11832,ravi patel,male,2026-01-07,20,kochi,computer science,seminar,2025-12-22,email,refunded,cancelled,vegan,0.0,2.0,3.0
s10630,suresh kumar,male,2026-05-04,20,pune,commerce,career fair,2026-02-28,website,waived,absent,vegetarian,200.0,4.0,1.0
s11793,rahul menon,other,2026-04-12,23,hyderabad,computer science,hackathon,2026-02-27,website,paid,attended,non-vegetarian,100.0,2.0,1.0
s10755,suresh kumar,other,2026-12-03,25,madurai,civil engineering,workshop,2026-02-16,campus desk,waived,registered,vegetarian,500.0,2.5,5.0
s10889,keerthi rao,male,2026-08-13,20,unknown,arts,sports meet,2026-07-13,walk-in,pending,absent,non-vegetarian,200.0,4.0,4.0
s11636,rahul menon,male,2026-01-07,26,bengaluru,management,career fair,2025-11-28,website,waived,cancelled,vegan,250.0,1.0,3.0
s11108,karthik rao,male,2026-03-23,25,kochi,civil engineering,career fair,2026-03-17,email,pending,cancelled,unknown,0.0,6.0,3.0
s10520,karthik rao,male,2026-03-17,27,kochi,management,seminar,2026-02-24,mobile app,refunded,cancelled,non-vegetarian,0.0,3.0,4.0
s10068,meena patel,male,2026-04-29,22,hyderabad,mechanical,workshop,2026-10-03,campus desk,paid,attended,no-meal,100.0,2.5,3.0
s10880,naveen sharma,female,2026-01-13,22,kochi,mechanical,hackathon,2025-12-12,email,refunded,attended,no-meal,300.0,1.0,3.0
s11462,divya iyer,other,1900-01-01,25,pune,commerce,sports meet,2026-02-26,email,pending,registered,no-meal,200.0,2.5,3.0
s10670,priya sharma,other,2026-03-15,26,madurai,commerce,career fair,2026-02-25,website,paid,cancelled,vegetarian,500.0,2.0,3.0
s11908,lakshmi rao,female,2026-12-07,21,chennai,civil engineering,seminar,2026-06-23,mobile app,pending,attended,non-vegetarian,0.0,4.0,2.0
s10064,divya iyer,female,2026-06-04,19,bengaluru,arts,seminar,2026-04-17,email,refunded,cancelled,no-meal,500.0,4.0,3.0
s10202,rahul menon,female,2026-06-18,23,mysuru,electronics,workshop,2026-05-14,email,refunded,absent,vegetarian,150.0,2.0,4.0
s11064,deepa sharma,other,2026-08-19,27,trichy,arts,workshop,2026-07-22,website,paid,absent,non-vegetarian,150.0,1.0,2.0
s11143,ajay nair,female,2026-08-23,19,pune,management,seminar,2026-04-07,mobile app,waived,registered,vegetarian,200.0,2.5,3.0
s12392,karthik rao,other,2026-05-18,17,kochi,computer science,sports meet,2026-03-24,campus desk,pending,attended,vegetarian,300.0,3.0,5.0
s10115,priya sharma,other,2026-02-12,20,trichy,computer science,career fair,2026-01-16,website,refunded,absent,no-meal,500.0,3.0,3.0
s12150,karthik rao,female,2026-05-15,18,madurai,civil engineering,workshop,2026-03-25,walk-in,refunded,cancelled,vegetarian,150.0,2.5,3.0
s10682,swetha menon,female,2026-07-22,23,mysuru,mechanical,sports meet,2026-05-24,email,pending,registered,non-vegetarian,150.0,3.0,3.0
s10333,harini iyer,female,2026-08-27,17,trichy,computer science,sports meet,2026-07-27,mobile app,waived,cancelled,no-meal,150.0,2.5,2.0
s10771,meena patel,female,2026-03-11,17,pune,mechanical,cultural fest,2026-01-31,walk-in,waived,registered,vegan,150.0,1.0,4.0
s12710,priya sharma,male,2026-04-06,17,unknown,electronics,hackathon,2026-07-03,website,waived,registered,non-vegetarian,200.0,2.5,4.0
s11104,arun kumar,male,2026-08-01,27,chennai,commerce,cultural fest,2025-11-11,email,waived,attended,vegetarian,500.0,2.0,3.0
s10808,suresh kumar,male,2026-04-16,27,unknown,management,hackathon,2026-02-04,campus desk,refunded,absent,non-vegetarian,750.0,2.0,5.0
s10475,naveen sharma,other,2026-08-26,17,mysuru,commerce,sports meet,1900-01-01,email,paid,cancelled,non-vegetarian,250.0,3.0,5.0
s11752,vijay menon,other,2026-05-13,18,coimbatore,mechanical,seminar,2026-03-28,email,paid,absent,vegan,750.0,1.0,1.0
s10181,meena patel,other,2026-03-29,25,madurai,computer science,sports meet,2026-03-23,website,refunded,absent,vegan,200.0,2.5,3.0
s10563,ravi patel,female,2026-04-10,22,bengaluru,computer science,cultural fest,2026-03-21,walk-in,pending,cancelled,no-meal,500.0,1.5,0.0
s11109,swetha menon,male,2026-07-04,27,pune,electronics,sports meet,2026-06-28,email,refunded,cancelled,vegan,150.0,2.5,3.0
s11235,naveen sharma,other,2026-03-24,23,madurai,management,seminar,2026-02-21,email,paid,absent,no-meal,200.0,2.5,3.0
s10425,manoj kumar,other,2026-03-17,19,pune,computer science,career fair,2026-01-19,campus desk,refunded,cancelled,non-vegetarian,300.0,2.5,3.0
s11951,vikram das,female,2026-05-11,20,kochi,civil engineering,career fair,2026-04-13,campus desk,pending,registered,non-vegetarian,200.0,2.0,2.0
s11120,priya sharma,other,2026-02-19,20,kochi,mechanical,cultural fest,2026-01-29,walk-in,waived,registered,vegan,500.0,6.0,3.0
s12146,suresh kumar,other,2026-05-29,23,coimbatore,mechanical,cultural fest,2026-04-23,walk-in,refunded,attended,vegan,750.0,1.0,3.0
s11975,divya iyer,other,2026-08-26,25,chennai,mechanical,workshop,2026-02-08,walk-in,refunded,attended,vegetarian,0.0,2.5,1.0
s11727,manoj kumar,other,2026-02-24,22,salem,electronics,cultural fest,2026-05-01,campus desk,paid,registered,non-vegetarian,200.0,6.0,5.0
s12732,keerthi rao,other,2026-01-18,23,kochi,civil engineering,workshop,2025-11-26,walk-in,refunded,registered,non-vegetarian,750.0,3.0,1.0
s10698,rahul menon,male,2026-02-14,25,pune,civil engineering,hackathon,2025-12-22,unknown,pending,cancelled,non-vegetarian,500.0,6.0,3.0
